ID,Disease Name,Category,Symptom Description,Leaf Color,Spots Present,Humidity (%),Temperature (°C),Soil pH,Cause
1043,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,55.3,21.3,6.3,Deficiency
1044,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,73.0,16.4,5.3,Virus
1045,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,46.5,24.4,6.0,Virus
1046,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,89.9,22.8,7.3,Environmental
1047,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,46.5,24.0,5.2,Virus
1048,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,75.5,29.0,5.2,Fungus
1049,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,68.7,28.6,6.6,Deficiency
1050,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,67.5,32.2,7.3,Virus
1051,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,64.2,18.3,4.7,Chemical
1052,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,61.1,33.4,4.6,Virus
1053,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,45.6,16.5,4.8,Fungus
1054,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,67.5,21.3,6.5,Environmental
1055,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,63.9,16.0,4.8,Virus
1056,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,58.3,30.4,5.3,Bacteria
1057,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,88.0,28.5,5.2,Fungus
1058,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,47.6,32.5,5.6,Environmental
1059,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,69.2,33.6,6.7,Fungus
1060,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,69.3,16.8,7.2,Fungus
1061,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,75.5,29.6,6.3,Chemical
1062,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,78.3,26.2,4.6,Chemical
1063,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,48.1,25.7,5.8,Fungus
1064,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,82.0,20.3,6.4,Fungus
1065,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,43.5,20.3,6.7,Environmental
1066,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,84.6,31.3,6.0,Deficiency
1067,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,49.6,32.5,6.2,Environmental
1068,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,48.4,29.3,6.6,Fungus
1069,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,68.4,30.9,7.4,Deficiency
1070,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,45.9,26.4,4.5,Bacteria
1071,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,55.3,17.4,5.6,Environmental
1072,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,66.6,27.1,4.8,Fungus
1073,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,88.8,29.4,7.1,Chemical
1074,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,86.9,35.0,6.1,Fungus
1075,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,76.3,22.0,5.5,Fungus
1076,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,79.9,18.1,5.1,Fungus
1077,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,84.7,31.8,5.4,Environmental
1078,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,76.3,34.6,6.5,Environmental
1079,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,65.3,21.7,7.4,Fungus
1080,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,40.1,25.4,7.2,Fungus
1081,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,47.5,26.5,7.1,Virus
1082,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,57.4,19.7,5.5,Deficiency
1083,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,90.0,28.5,5.0,Fungus
1084,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,88.0,33.9,6.8,Bacteria
1085,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,78.9,22.1,7.3,Virus
1086,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,81.9,24.6,7.0,Fungus
1087,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,82.8,25.1,7.4,Fungus
1088,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,59.3,26.6,6.0,Virus
1089,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,65.0,17.1,5.6,Environmental
1090,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,51.0,33.6,5.2,Fungus
1091,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,60.6,26.7,6.5,Virus
1092,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,52.7,20.8,7.0,Deficiency
1093,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,64.9,32.7,4.9,Fungus
1094,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,50.5,20.4,6.7,Virus
1095,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,49.1,27.5,4.5,Bacteria
1096,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,88.9,19.7,6.3,Bacteria
1097,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,89.1,22.1,5.0,Fungus
1098,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,46.4,22.3,5.1,Fungus
1099,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,43.4,24.2,7.1,Chemical
1100,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,55.3,30.2,7.2,Fungus
1101,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,76.2,22.7,6.3,Fungus
1102,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,89.5,27.0,6.9,Deficiency
1103,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,47.4,18.9,5.3,Fungus
1104,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,87.1,18.1,5.1,Environmental
1105,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,54.7,23.4,7.0,Chemical
1106,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,44.4,31.7,7.3,Deficiency
1107,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,58.8,19.7,6.9,Bacteria
1108,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,41.6,19.9,6.3,Environmental
1109,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,89.1,15.3,5.5,Virus
1110,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,58.3,16.4,6.6,Fungus
1111,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,70.0,29.8,6.4,Environmental
1112,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,58.9,27.3,6.2,Bacteria
1113,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,55.1,34.0,7.2,Bacteria
1114,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,81.3,25.1,6.5,Deficiency
1115,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,80.6,31.6,6.2,Fungus
1116,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,45.7,21.4,5.0,Fungus
1117,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,60.8,26.2,5.2,Bacteria
1118,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,41.1,24.5,4.6,Chemical
1119,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,69.6,29.5,6.1,Fungus
1120,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,51.1,24.2,4.6,Chemical
1121,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,40.1,16.4,6.6,Environmental
1122,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,89.3,17.5,7.1,Fungus
1123,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,63.0,20.0,5.6,Environmental
1124,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,47.8,16.7,5.4,Deficiency
1125,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,60.8,29.9,7.1,Bacteria
1126,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,84.2,21.5,4.8,Virus
1127,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,52.6,21.8,6.5,Environmental
1128,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,87.5,23.7,6.9,Fungus
1129,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,75.9,24.0,5.1,Environmental
1130,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,64.8,29.1,6.1,Environmental
1131,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,82.8,32.2,7.2,Bacteria
1132,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,43.6,17.7,5.0,Virus
1133,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,86.7,16.2,5.4,Environmental
1134,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,40.0,17.6,7.1,Virus
1135,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,42.9,22.4,5.3,Environmental
1136,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,75.3,32.2,4.7,Virus
1137,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,41.3,25.9,6.0,Fungus
1138,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,63.3,34.1,5.2,Virus
1139,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,42.8,19.1,4.6,Virus
1140,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,40.6,24.3,7.5,Fungus
1141,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,49.1,24.2,5.2,Virus
1142,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,50.6,16.8,6.7,Fungus
1143,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,73.3,33.0,5.2,Bacteria
1144,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,75.8,32.2,6.7,Deficiency
1145,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,63.7,17.7,6.9,Fungus
1146,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,60.4,31.2,6.1,Environmental
1147,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,55.2,22.0,6.6,Virus
1148,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,65.1,22.4,6.8,Virus
1149,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,62.4,17.8,7.3,Virus
1150,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,77.9,19.4,6.1,Environmental
1151,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,63.6,27.5,7.0,Environmental
1152,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,86.5,30.8,5.1,Bacteria
1153,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,87.6,19.1,5.7,Fungus
1154,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,62.4,31.7,5.6,Fungus
1155,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,70.1,23.5,5.8,Fungus
1156,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,69.6,31.2,5.7,Environmental
1157,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,65.6,25.9,6.9,Deficiency
1158,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,59.4,17.7,6.8,Fungus
1159,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,67.3,33.2,6.5,Fungus
1160,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,63.1,25.3,5.7,Fungus
1161,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,89.4,33.3,5.4,Virus
1162,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,65.2,26.7,7.3,Virus
1163,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,75.0,15.5,4.6,Fungus
1164,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,65.7,16.9,4.8,Fungus
1165,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,62.8,30.3,4.7,Environmental
1166,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,59.9,16.6,6.8,Virus
1167,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,79.7,21.2,4.6,Fungus
1168,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,82.1,27.4,5.7,Fungus
1169,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,48.6,28.1,7.1,Fungus
1170,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,41.1,29.2,6.8,Virus
1171,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,70.1,17.3,6.1,Chemical
1172,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,57.9,28.5,7.3,Chemical
1173,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,70.5,17.8,5.6,Fungus
1174,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,43.8,29.4,7.1,Virus
1175,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,55.0,27.7,5.0,Virus
1176,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,52.3,15.2,4.9,Bacteria
1177,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,69.7,32.1,7.3,Virus
1178,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,51.3,28.3,5.5,Bacteria
1179,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,45.3,24.6,7.4,Virus
1180,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,85.8,19.5,4.6,Fungus
1181,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,89.0,23.4,7.4,Virus
1182,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,73.6,22.1,5.8,Virus
1183,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,55.3,31.3,5.8,Deficiency
1184,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,42.3,16.0,4.8,Virus
1185,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,43.6,30.0,7.5,Bacteria
1186,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,87.0,19.7,6.8,Virus
1187,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,62.8,31.2,5.8,Virus
1188,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,80.8,30.3,4.8,Bacteria
1189,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,87.2,20.5,5.8,Fungus
1190,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,71.6,25.0,7.2,Environmental
1191,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,43.7,28.9,6.4,Fungus
1192,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,76.6,19.6,5.8,Chemical
1193,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,71.5,19.8,4.9,Environmental
1194,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,41.6,27.9,6.1,Virus
1195,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,72.8,27.7,7.3,Virus
1196,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,56.1,31.1,6.4,Environmental
1197,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,88.8,16.5,5.8,Environmental
1198,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,85.5,26.7,6.0,Fungus
1199,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,86.9,27.9,4.6,Fungus
1200,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,59.6,18.4,7.2,Environmental
1201,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,52.3,16.2,6.8,Virus
1202,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,89.1,27.9,6.9,Chemical
1203,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,61.5,30.2,5.4,Chemical
1204,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,63.1,31.5,4.9,Chemical
1205,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,66.7,31.5,6.7,Chemical
1206,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,58.2,33.6,5.5,Virus
1207,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,67.4,29.4,7.2,Chemical
1208,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,41.3,16.3,6.5,Fungus
1209,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,63.6,17.7,7.1,Environmental
1210,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,53.9,22.9,7.2,Fungus
1211,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,71.2,15.1,4.7,Environmental
1212,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,80.4,28.0,4.7,Environmental
1213,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,61.3,27.4,5.1,Deficiency
1214,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,67.8,25.9,5.8,Fungus
1215,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,62.6,28.7,4.7,Chemical
1216,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,54.2,17.9,5.0,Virus
1217,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,44.1,23.8,4.8,Fungus
1218,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,71.1,22.2,6.2,Virus
1219,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,86.3,28.5,5.2,Virus
1220,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,49.3,21.4,6.6,Fungus
1221,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,46.4,17.2,6.9,Bacteria
1222,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,62.2,32.2,5.9,Chemical
1223,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,74.3,30.4,7.3,Fungus
1224,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,55.1,29.2,5.9,Environmental
1225,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,73.2,17.4,5.8,Fungus
1226,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,84.6,16.4,7.0,Environmental
1227,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,61.4,15.2,6.1,Fungus
1228,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,45.5,18.0,6.5,Fungus
1229,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,87.0,22.3,7.1,Virus
1230,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,63.9,15.8,7.0,Environmental
1231,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,56.7,32.7,5.3,Environmental
1232,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,41.6,20.5,7.4,Environmental
1233,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,65.1,16.3,5.6,Chemical
1234,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,55.3,17.2,6.0,Virus
1235,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,40.5,21.1,6.0,Fungus
1236,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,64.9,30.0,4.9,Fungus
1237,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,79.5,24.3,4.6,Fungus
1238,Tomato Spotted Wilt,Biotic,"Bronzing of young leaves, spotting",Bronze,Yes,88.6,21.6,7.3,Virus
1239,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,63.4,29.6,4.6,Bacteria
1240,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,81.7,25.4,5.5,Environmental
1241,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,40.8,22.1,5.7,Fungus
1242,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,59.6,22.0,7.0,Fungus
1243,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,53.3,18.6,4.6,Environmental
1244,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,55.5,28.7,6.4,Virus
1245,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,70.8,27.1,5.2,Bacteria
1246,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,40.0,18.2,5.4,Fungus
1247,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,42.2,19.1,6.1,Fungus
1248,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,54.2,33.5,4.6,Chemical
1249,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,76.6,34.9,6.9,Environmental
1250,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,76.3,16.9,5.7,Fungus
1251,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,48.5,23.5,7.2,Fungus
1252,Bacterial Spot,Biotic,"Small, dark spots with yellow border",Yellow,Yes,49.0,23.6,6.0,Bacteria
1253,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,67.9,30.3,7.0,Fungus
1254,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,70.8,28.5,7.1,Fungus
1255,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,74.4,31.7,6.8,Fungus
1256,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,52.0,20.3,4.9,Virus
1257,Nutrient Deficiency,Abiotic,"Yellowing leaves, weak stems",Yellow,No,61.5,27.8,6.5,Deficiency
1258,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,75.6,21.5,5.4,Fungus
1259,Late Blight,Biotic,"Dark lesions, water-soaked spots",Dark Brown,Yes,43.7,30.1,5.3,Fungus
1260,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,81.9,29.4,7.4,Environmental
1261,Water Stress,Abiotic,"Wilting, browning edges",Brown,No,68.6,22.5,4.6,Environmental
1262,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,41.5,30.1,4.7,Chemical
1263,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,83.9,27.2,6.0,Virus
1264,Herbicide Injury,Abiotic,"Leaf curling, chlorosis",Yellow-Green,No,47.4,30.4,7.4,Chemical
1265,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,79.0,21.5,5.0,Environmental
1266,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,74.8,19.7,6.7,Fungus
1267,Early Blight,Biotic,Brown spots with yellow halo,Brown,Yes,56.3,33.2,5.4,Fungus
1268,Septoria Leaf Spot,Biotic,Circular spots with gray centers,Gray,Yes,75.4,33.1,6.5,Fungus
1269,Sunscald,Abiotic,"White, blistered patches on fruit",White,No,87.5,18.6,7.0,Environmental
1270,Tomato Mosaic Virus,Biotic,Mosaic-like yellow-green leaves,Mosaic,No,76.0,21.1,6.2,Virus
